"pid","sawa2","line","offwrist","activity","marker","whitelight","redlight","greenlight","bluelight","wake","interval","starth","day","dayofweek","validday","time"
258857,1,121,0,166,0,"0.25","0.09","0.0024","0.0285",1,"ACTIVE",0,1,5,1,14:34:00
258857,1,122,0,8,0,"0.77","0.0981","0.0622","0.0093",1,"ACTIVE",0,1,5,1,14:34:30
258857,1,123,0,292,0,"0.71","0.0679","0.0622","0.0093",1,"ACTIVE",0,1,5,1,14:35:00
258857,1,124,0,53,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:35:30
258857,1,125,0,44,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:36:00
258857,1,126,0,44,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:36:30
258857,1,127,0,81,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:37:00
258857,1,128,0,60,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:37:30
258857,1,129,0,69,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:38:00
258857,1,130,0,20,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:38:30
258857,1,131,0,36,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:39:00
258857,1,132,0,24,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:39:30
258857,1,133,0,15,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:40:00
258857,1,134,0,71,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:40:30
258857,1,135,0,116,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:41:00
258857,1,136,0,112,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:41:30
258857,1,137,0,48,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:42:00
258857,1,138,0,5,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:42:30
258857,1,139,0,51,0,"0.38","0.0298","0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:43:00
258857,1,140,0,53,0,"0.38","0.0298","0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:43:30
258857,1,141,0,95,0,"2.3","0.18",209,65,1,"ACTIVE",0,1,5,1,14:44:00
258857,1,142,0,189,0,"0.14","0.0386","0.0024","0.0285",1,"ACTIVE",0,1,5,1,14:44:30
258857,1,143,0,105,0,"0.14","0.0386","0.0024","0.0285",1,"ACTIVE",0,1,5,1,14:45:00
258857,1,144,0,35,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:45:30
258857,1,145,0,53,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:46:00
258857,1,146,0,16,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:46:30
258857,1,147,0,15,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:47:00
258857,1,148,0,3,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:47:30
258857,1,149,0,172,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:48:00
258857,1,150,0,416,0,"0.12","0.0298","0.0024","0.0285",1,"ACTIVE",0,1,5,1,14:48:30
258857,1,151,0,322,0,"5.78","0.41",531,205,1,"ACTIVE",0,1,5,1,14:49:00
258857,1,152,0,430,0,"0.4","0.0386","0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:49:30
258857,1,153,0,344,0,"0.38","0.0298","0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:50:00
258857,1,154,0,474,0,"0.38","0.0298","0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:50:30
258857,1,155,0,474,0,"0.38","0.0298","0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:51:00
258857,1,156,0,404,0,"0.38","0.0298","0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:51:30
258857,1,157,0,283,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:52:00
258857,1,158,0,37,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:52:30
258857,1,159,0,35,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:53:00
258857,1,160,0,172,0,"0.34","0.0085","0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:53:30
258857,1,161,0,36,0,"0.06","0.0197",0,"0.0117",1,"ACTIVE",0,1,5,1,14:54:00
258857,1,162,0,0,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:54:30
258857,1,163,0,1,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:55:00
258857,1,164,0,67,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:55:30
258857,1,165,0,69,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:56:00
258857,1,166,0,2,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:56:30
258857,1,167,0,42,0,"0.34","0.0085","0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:57:00
258857,1,168,0,42,0,"0.34","0.0085","0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:57:30
258857,1,169,0,0,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:58:00
258857,1,170,0,77,0,"0.35",17,"0.0347","0.0117",1,"ACTIVE",0,1,5,1,14:58:30
